pair,diagonal,t,param_A,param_B,log_neg_bits
AD_x_DP,dephase-heavy,0.0110,0.0033,0.0110,0.9816095396
AD_x_DP,dephase-heavy,0.0160,0.0048,0.0160,0.9731876095
AD_x_DP,dephase-heavy,0.0211,0.0063,0.0211,0.9647274651
AD_x_DP,dephase-heavy,0.0261,0.0078,0.0261,0.9562287495
AD_x_DP,dephase-heavy,0.0311,0.0093,0.0311,0.9476911010
AD_x_DP,dephase-heavy,0.0361,0.0108,0.0361,0.9391141534
AD_x_DP,dephase-heavy,0.0411,0.0123,0.0411,0.9304975360
AD_x_DP,dephase-heavy,0.0461,0.0138,0.0461,0.9218408730
AD_x_DP,dephase-heavy,0.0512,0.0153,0.0512,0.9131437844
AD_x_DP,dephase-heavy,0.0562,0.0168,0.0562,0.9044058850
AD_x_DP,dephase-heavy,0.0612,0.0184,0.0612,0.8956267850
AD_x_DP,dephase-heavy,0.0662,0.0199,0.0662,0.8868060899
AD_x_DP,dephase-heavy,0.0712,0.0214,0.0712,0.8779433999
AD_x_DP,dephase-heavy,0.0762,0.0229,0.0762,0.8690383108
AD_x_DP,dephase-heavy,0.0812,0.0244,0.0812,0.8600904132
AD_x_DP,dephase-heavy,0.0863,0.0259,0.0863,0.8510992929
AD_x_DP,dephase-heavy,0.0913,0.0274,0.0913,0.8420645308
AD_x_DP,dephase-heavy,0.0963,0.0289,0.0963,0.8329857028
AD_x_DP,dephase-heavy,0.1013,0.0304,0.1013,0.8238623800
AD_x_DP,dephase-heavy,0.1063,0.0319,0.1063,0.8146941285
AD_x_DP,dephase-heavy,0.1113,0.0334,0.1113,0.8054805096
AD_x_DP,dephase-heavy,0.1163,0.0349,0.1163,0.7962210799
AD_x_DP,dephase-heavy,0.1214,0.0364,0.1214,0.7869153911
AD_x_DP,dephase-heavy,0.1264,0.0379,0.1264,0.7775629903
AD_x_DP,dephase-heavy,0.1314,0.0394,0.1314,0.7681634198
AD_x_DP,dephase-heavy,0.1364,0.0409,0.1364,0.7587162178
AD_x_DP,dephase-heavy,0.1414,0.0424,0.1414,0.7492209176
AD_x_DP,dephase-heavy,0.1464,0.0439,0.1464,0.7396770487
AD_x_DP,dephase-heavy,0.1515,0.0454,0.1515,0.7300841363
AD_x_DP,dephase-heavy,0.1565,0.0469,0.1565,0.7204417019
AD_x_DP,dephase-heavy,0.1615,0.0484,0.1615,0.7107492633
AD_x_DP,dephase-heavy,0.1665,0.0499,0.1665,0.7010063347
AD_x_DP,dephase-heavy,0.1715,0.0515,0.1715,0.6912124276
AD_x_DP,dephase-heavy,0.1765,0.0530,0.1765,0.6813670506
AD_x_DP,dephase-heavy,0.1815,0.0545,0.1815,0.6714697098
AD_x_DP,dephase-heavy,0.1866,0.0560,0.1866,0.6615199099
AD_x_DP,dephase-heavy,0.1916,0.0575,0.1916,0.6515171536
AD_x_DP,dephase-heavy,0.1966,0.0590,0.1966,0.6414609434
AD_x_DP,dephase-heavy,0.2016,0.0605,0.2016,0.6313507814
AD_x_DP,dephase-heavy,0.2066,0.0620,0.2066,0.6211861702
AD_x_DP,dephase-heavy,0.2116,0.0635,0.2116,0.6109666141
AD_x_DP,dephase-heavy,0.2166,0.0650,0.2166,0.6006916198
AD_x_DP,dephase-heavy,0.2217,0.0665,0.2217,0.5903606974
AD_x_DP,dephase-heavy,0.2267,0.0680,0.2267,0.5799733619
AD_x_DP,dephase-heavy,0.2317,0.0695,0.2317,0.5695291343
AD_x_DP,dephase-heavy,0.2367,0.0710,0.2367,0.5590275433
AD_x_DP,dephase-heavy,0.2417,0.0725,0.2417,0.5484681272
AD_x_DP,dephase-heavy,0.2467,0.0740,0.2467,0.5378504358
AD_x_DP,dephase-heavy,0.2518,0.0755,0.2518,0.5271740327
AD_x_DP,dephase-heavy,0.2568,0.0770,0.2568,0.5164384980
AD_x_DP,dephase-heavy,0.2618,0.0785,0.2618,0.5056434311
AD_x_DP,dephase-heavy,0.2668,0.0800,0.2668,0.4947884543
AD_x_DP,dephase-heavy,0.2718,0.0815,0.2718,0.4838732165
AD_x_DP,dephase-heavy,0.2768,0.0830,0.2768,0.4728973976
AD_x_DP,dephase-heavy,0.2818,0.0846,0.2818,0.4618607135
AD_x_DP,dephase-heavy,0.2869,0.0861,0.2869,0.4507629223
AD_x_DP,dephase-heavy,0.2919,0.0876,0.2919,0.4396038303
AD_x_DP,dephase-heavy,0.2969,0.0891,0.2969,0.4283832998
AD_x_DP,dephase-heavy,0.3019,0.0906,0.3019,0.4171012581
AD_x_DP,dephase-heavy,0.3069,0.0921,0.3069,0.4057577076
AD_x_DP,dephase-heavy,0.3119,0.0936,0.3119,0.3943527372
AD_x_DP,dephase-heavy,0.3169,0.0951,0.3169,0.3828865363
AD_x_DP,dephase-heavy,0.3220,0.0966,0.3220,0.3713594106
AD_x_DP,dephase-heavy,0.3270,0.0981,0.3270,0.3597718003
AD_x_DP,dephase-heavy,0.3320,0.0996,0.3320,0.3481243022
AD_x_DP,dephase-heavy,0.3370,0.1011,0.3370,0.3364176950
AD_x_DP,dephase-heavy,0.3420,0.1026,0.3420,0.3246529695
AD_x_DP,dephase-heavy,0.3470,0.1041,0.3470,0.3128313637
AD_x_DP,dephase-heavy,0.3521,0.1056,0.3521,0.3009544056
AD_x_DP,dephase-heavy,0.3571,0.1071,0.3571,0.2890239630
AD_x_DP,dephase-heavy,0.3621,0.1086,0.3621,0.2770423041
AD_x_DP,dephase-heavy,0.3671,0.1101,0.3671,0.2650121696
AD_x_DP,dephase-heavy,0.3721,0.1116,0.3721,0.2529368601
AD_x_DP,dephase-heavy,0.3771,0.1131,0.3771,0.2408203421
AD_x_DP,dephase-heavy,0.3821,0.1146,0.3821,0.2286673773
AD_x_DP,dephase-heavy,0.3872,0.1161,0.3872,0.2164836800
AD_x_DP,dephase-heavy,0.3922,0.1177,0.3922,0.2042761123
AD_x_DP,dephase-heavy,0.3972,0.1192,0.3972,0.1920529236
AD_x_DP,dephase-heavy,0.4022,0.1207,0.4022,0.1798240494
AD_x_DP,dephase-heavy,0.4072,0.1222,0.4072,0.1676014835
AD_x_DP,dephase-heavy,0.4122,0.1237,0.4122,0.1553997442
AD_x_DP,dephase-heavy,0.4173,0.1252,0.4173,0.1432364605
AD_x_DP,dephase-heavy,0.4223,0.1267,0.4223,0.1311331109
AD_x_DP,dephase-heavy,0.4273,0.1282,0.4273,0.1191159559
AD_x_DP,dephase-heavy,0.4323,0.1297,0.4323,0.1072172127
AD_x_DP,dephase-heavy,0.4373,0.1312,0.4373,0.0954765295
AD_x_DP,dephase-heavy,0.4423,0.1327,0.4423,0.0839428173
AD_x_DP,dephase-heavy,0.4473,0.1342,0.4473,0.0726764849
AD_x_DP,dephase-heavy,0.4524,0.1357,0.4524,0.0617520834
AD_x_DP,dephase-heavy,0.4574,0.1372,0.4574,0.0512612644
AD_x_DP,dephase-heavy,0.4624,0.1387,0.4624,0.0413157596
AD_x_DP,dephase-heavy,0.4674,0.1402,0.4674,0.0320497355
AD_x_DP,dephase-heavy,0.4724,0.1417,0.4724,0.0236203399
AD_x_DP,dephase-heavy,0.4774,0.1432,0.4774,0.0162046049
AD_x_DP,dephase-heavy,0.4824,0.1447,0.4824,0.0099904494
AD_x_DP,dephase-heavy,0.4875,0.1462,0.4875,0.0051600524
AD_x_DP,dephase-heavy,0.4925,0.1477,0.4925,0.0018662318
AD_x_DP,dephase-heavy,0.4975,0.1492,0.4975,0.0002066223
AD_x_DP,dephase-heavy,0.5025,0.1508,0.5025,0.0002042028
AD_x_DP,dephase-heavy,0.5075,0.1523,0.5075,0.0018023421
AD_x_DP,dephase-heavy,0.5125,0.1538,0.5125,0.0048766471
AD_x_DP,dephase-heavy,0.5176,0.1553,0.5176,0.0092582959
AD_x_DP,dephase-heavy,0.5226,0.1568,0.5226,0.0147598202
AD_x_DP,dephase-heavy,0.5276,0.1583,0.5276,0.0211960873
AD_x_DP,dephase-heavy,0.5326,0.1598,0.5326,0.0283975853
AD_x_DP,dephase-heavy,0.5376,0.1613,0.5376,0.0362166404
AD_x_DP,dephase-heavy,0.5426,0.1628,0.5426,0.0445286988
AD_x_DP,dephase-heavy,0.5476,0.1643,0.5476,0.0532308185
AD_x_DP,dephase-heavy,0.5527,0.1658,0.5527,0.0622389320
AD_x_DP,dephase-heavy,0.5577,0.1673,0.5577,0.0714848151
AD_x_DP,dephase-heavy,0.5627,0.1688,0.5627,0.0809132334
AD_x_DP,dephase-heavy,0.5677,0.1703,0.5677,0.0904794641
AD_x_DP,dephase-heavy,0.5727,0.1718,0.5727,0.1001472314
AD_x_DP,dephase-heavy,0.5777,0.1733,0.5777,0.1098870312
AD_x_DP,dephase-heavy,0.5827,0.1748,0.5827,0.1196747886
AD_x_DP,dephase-heavy,0.5878,0.1763,0.5878,0.1294907917
AD_x_DP,dephase-heavy,0.5928,0.1778,0.5928,0.1393188449
AD_x_DP,dephase-heavy,0.5978,0.1793,0.5978,0.1491455995
AD_x_DP,dephase-heavy,0.6028,0.1808,0.6028,0.1589600205
AD_x_DP,dephase-heavy,0.6078,0.1823,0.6078,0.1687529629
AD_x_DP,dephase-heavy,0.6128,0.1839,0.6128,0.1785168329
AD_x_DP,dephase-heavy,0.6179,0.1854,0.6179,0.1882453153
AD_x_DP,dephase-heavy,0.6229,0.1869,0.6229,0.1979331541
AD_x_DP,dephase-heavy,0.6279,0.1884,0.6279,0.2075759743
AD_x_DP,dephase-heavy,0.6329,0.1899,0.6329,0.2171701370
AD_x_DP,dephase-heavy,0.6379,0.1914,0.6379,0.2267126205
AD_x_DP,dephase-heavy,0.6429,0.1929,0.6429,0.2362009233
AD_x_DP,dephase-heavy,0.6479,0.1944,0.6479,0.2456329824
AD_x_DP,dephase-heavy,0.6530,0.1959,0.6530,0.2550071077
AD_x_DP,dephase-heavy,0.6580,0.1974,0.6580,0.2643219250
AD_x_DP,dephase-heavy,0.6630,0.1989,0.6630,0.2735763304
AD_x_DP,dephase-heavy,0.6680,0.2004,0.6680,0.2827694501
AD_x_DP,dephase-heavy,0.6730,0.2019,0.6730,0.2919006085
AD_x_DP,dephase-heavy,0.6780,0.2034,0.6780,0.3009692989
AD_x_DP,dephase-heavy,0.6831,0.2049,0.6831,0.3099751609
AD_x_DP,dephase-heavy,0.6881,0.2064,0.6881,0.3189179594
AD_x_DP,dephase-heavy,0.6931,0.2079,0.6931,0.3277975676
AD_x_DP,dephase-heavy,0.6981,0.2094,0.6981,0.3366139522
AD_x_DP,dephase-heavy,0.7031,0.2109,0.7031,0.3453671604
AD_x_DP,dephase-heavy,0.7081,0.2124,0.7081,0.3540573090
AD_x_DP,dephase-heavy,0.7131,0.2139,0.7131,0.3626845751
AD_x_DP,dephase-heavy,0.7182,0.2154,0.7182,0.3712491875
AD_x_DP,dephase-heavy,0.7232,0.2170,0.7232,0.3797514199
AD_x_DP,dephase-heavy,0.7282,0.2185,0.7282,0.3881915844
AD_x_DP,dephase-heavy,0.7332,0.2200,0.7332,0.3965700263
AD_x_DP,dephase-heavy,0.7382,0.2215,0.7382,0.4048871192
AD_x_DP,dephase-heavy,0.7432,0.2230,0.7432,0.4131432610
AD_x_DP,dephase-heavy,0.7482,0.2245,0.7482,0.4213388702
AD_x_DP,dephase-heavy,0.7533,0.2260,0.7533,0.4294743826
AD_x_DP,dephase-heavy,0.7583,0.2275,0.7583,0.4375502488
AD_x_DP,dephase-heavy,0.7633,0.2290,0.7633,0.4455669315
AD_x_DP,dephase-heavy,0.7683,0.2305,0.7683,0.4535249034
AD_x_DP,dephase-heavy,0.7733,0.2320,0.7733,0.4614246454
AD_x_DP,dephase-heavy,0.7783,0.2335,0.7783,0.4692666447
AD_x_DP,dephase-heavy,0.7834,0.2350,0.7834,0.4770513937
AD_x_DP,dephase-heavy,0.7884,0.2365,0.7884,0.4847793881
AD_x_DP,dephase-heavy,0.7934,0.2380,0.7934,0.4924511265
AD_x_DP,dephase-heavy,0.7984,0.2395,0.7984,0.5000671088
AD_x_DP,dephase-heavy,0.8034,0.2410,0.8034,0.5076278353
AD_x_DP,dephase-heavy,0.8084,0.2425,0.8084,0.5151338066
AD_x_DP,dephase-heavy,0.8134,0.2440,0.8134,0.5225855219
AD_x_DP,dephase-heavy,0.8185,0.2455,0.8185,0.5299834792
AD_x_DP,dephase-heavy,0.8235,0.2470,0.8235,0.5373281743
AD_x_DP,dephase-heavy,0.8285,0.2485,0.8285,0.5446201007
AD_x_DP,dephase-heavy,0.8335,0.2501,0.8335,0.5518597488
AD_x_DP,dephase-heavy,0.8385,0.2516,0.8385,0.5590476057
AD_x_DP,dephase-heavy,0.8435,0.2531,0.8435,0.5661841549
AD_x_DP,dephase-heavy,0.8485,0.2546,0.8485,0.5732698761
AD_x_DP,dephase-heavy,0.8536,0.2561,0.8536,0.5803052449
AD_x_DP,dephase-heavy,0.8586,0.2576,0.8586,0.5872907323
AD_x_DP,dephase-heavy,0.8636,0.2591,0.8636,0.5942268053
AD_x_DP,dephase-heavy,0.8686,0.2606,0.8686,0.6011139256
AD_x_DP,dephase-heavy,0.8736,0.2621,0.8736,0.6079525507
AD_x_DP,dephase-heavy,0.8786,0.2636,0.8786,0.6147431330
AD_x_DP,dephase-heavy,0.8837,0.2651,0.8837,0.6214861197
AD_x_DP,dephase-heavy,0.8887,0.2666,0.8887,0.6281819533
AD_x_DP,dephase-heavy,0.8937,0.2681,0.8937,0.6348310710
AD_x_DP,dephase-heavy,0.8987,0.2696,0.8987,0.6414339050
AD_x_DP,dephase-heavy,0.9037,0.2711,0.9037,0.6479908822
AD_x_DP,dephase-heavy,0.9087,0.2726,0.9087,0.6545024244
AD_x_DP,dephase-heavy,0.9137,0.2741,0.9137,0.6609689481
AD_x_DP,dephase-heavy,0.9188,0.2756,0.9188,0.6673908648
AD_x_DP,dephase-heavy,0.9238,0.2771,0.9238,0.6737685805
AD_x_DP,dephase-heavy,0.9288,0.2786,0.9288,0.6801024963
AD_x_DP,dephase-heavy,0.9338,0.2801,0.9338,0.6863930080
AD_x_DP,dephase-heavy,0.9388,0.2816,0.9388,0.6926405064
AD_x_DP,dephase-heavy,0.9438,0.2832,0.9438,0.6988453770
AD_x_DP,dephase-heavy,0.9488,0.2847,0.9488,0.7050080004
AD_x_DP,dephase-heavy,0.9539,0.2862,0.9539,0.7111287521
AD_x_DP,dephase-heavy,0.9589,0.2877,0.9589,0.7172080025
AD_x_DP,dephase-heavy,0.9639,0.2892,0.9639,0.7232461172
AD_x_DP,dephase-heavy,0.9689,0.2907,0.9689,0.7292434570
AD_x_DP,dephase-heavy,0.9739,0.2922,0.9739,0.7352003774
AD_x_DP,dephase-heavy,0.9789,0.2937,0.9789,0.7411172297
AD_x_DP,dephase-heavy,0.9840,0.2952,0.9840,0.7469943599
AD_x_DP,dephase-heavy,0.9890,0.2967,0.9890,0.7528321096
AD_x_DP,dephase-heavy,0.9940,0.2982,0.9940,0.7586308158
AD_x_DP,dephase-heavy,0.9990,0.2997,0.9990,0.7643908106
AD_x_DE,dephase-heavy,0.0010,0.0003,0.0010,0.9987012064
AD_x_DE,dephase-heavy,0.0060,0.0018,0.0060,0.9921765315
AD_x_DE,dephase-heavy,0.0110,0.0033,0.0110,0.9856332238
AD_x_DE,dephase-heavy,0.0160,0.0048,0.0160,0.9790711763
AD_x_DE,dephase-heavy,0.0211,0.0063,0.0211,0.9724902812
AD_x_DE,dephase-heavy,0.0261,0.0078,0.0261,0.9658904299
AD_x_DE,dephase-heavy,0.0311,0.0093,0.0311,0.9592715130
AD_x_DE,dephase-heavy,0.0361,0.0108,0.0361,0.9526334202
AD_x_DE,dephase-heavy,0.0411,0.0123,0.0411,0.9459760405
AD_x_DE,dephase-heavy,0.0461,0.0138,0.0461,0.9392992620
AD_x_DE,dephase-heavy,0.0512,0.0153,0.0512,0.9326029720
AD_x_DE,dephase-heavy,0.0562,0.0168,0.0562,0.9258870569
AD_x_DE,dephase-heavy,0.0612,0.0184,0.0612,0.9191514023
AD_x_DE,dephase-heavy,0.0662,0.0199,0.0662,0.9123958930
AD_x_DE,dephase-heavy,0.0712,0.0214,0.0712,0.9056204130
AD_x_DE,dephase-heavy,0.0762,0.0229,0.0762,0.8988248452
AD_x_DE,dephase-heavy,0.0812,0.0244,0.0812,0.8920090721
AD_x_DE,dephase-heavy,0.0863,0.0259,0.0863,0.8851729750
AD_x_DE,dephase-heavy,0.0913,0.0274,0.0913,0.8783164344
AD_x_DE,dephase-heavy,0.0963,0.0289,0.0963,0.8714393300
AD_x_DE,dephase-heavy,0.1013,0.0304,0.1013,0.8645415407
AD_x_DE,dephase-heavy,0.1063,0.0319,0.1063,0.8576229444
AD_x_DE,dephase-heavy,0.1113,0.0334,0.1113,0.8506834184
AD_x_DE,dephase-heavy,0.1163,0.0349,0.1163,0.8437228389
AD_x_DE,dephase-heavy,0.1214,0.0364,0.1214,0.8367410814
AD_x_DE,dephase-heavy,0.1264,0.0379,0.1264,0.8297380203
AD_x_DE,dephase-heavy,0.1314,0.0394,0.1314,0.8227135296
AD_x_DE,dephase-heavy,0.1364,0.0409,0.1364,0.8156674820
AD_x_DE,dephase-heavy,0.1414,0.0424,0.1414,0.8085997496
AD_x_DE,dephase-heavy,0.1464,0.0439,0.1464,0.8015102037
AD_x_DE,dephase-heavy,0.1515,0.0454,0.1515,0.7943987145
AD_x_DE,dephase-heavy,0.1565,0.0469,0.1565,0.7872651517
AD_x_DE,dephase-heavy,0.1615,0.0484,0.1615,0.7801093838
AD_x_DE,dephase-heavy,0.1665,0.0499,0.1665,0.7729312788
AD_x_DE,dephase-heavy,0.1715,0.0515,0.1715,0.7657307038
AD_x_DE,dephase-heavy,0.1765,0.0530,0.1765,0.7585075249
AD_x_DE,dephase-heavy,0.1815,0.0545,0.1815,0.7512616077
AD_x_DE,dephase-heavy,0.1866,0.0560,0.1866,0.7439928168
AD_x_DE,dephase-heavy,0.1916,0.0575,0.1916,0.7367010160
AD_x_DE,dephase-heavy,0.1966,0.0590,0.1966,0.7293860684
AD_x_DE,dephase-heavy,0.2016,0.0605,0.2016,0.7220478363
AD_x_DE,dephase-heavy,0.2066,0.0620,0.2066,0.7146861814
AD_x_DE,dephase-heavy,0.2116,0.0635,0.2116,0.7073009644
AD_x_DE,dephase-heavy,0.2166,0.0650,0.2166,0.6998920454
AD_x_DE,dephase-heavy,0.2217,0.0665,0.2217,0.6924592839
AD_x_DE,dephase-heavy,0.2267,0.0680,0.2267,0.6850025386
AD_x_DE,dephase-heavy,0.2317,0.0695,0.2317,0.6775216674
AD_x_DE,dephase-heavy,0.2367,0.0710,0.2367,0.6700165279
AD_x_DE,dephase-heavy,0.2417,0.0725,0.2417,0.6624869766
AD_x_DE,dephase-heavy,0.2467,0.0740,0.2467,0.6549328699
AD_x_DE,dephase-heavy,0.2518,0.0755,0.2518,0.6473540633
AD_x_DE,dephase-heavy,0.2568,0.0770,0.2568,0.6397504117
AD_x_DE,dephase-heavy,0.2618,0.0785,0.2618,0.6321217698
AD_x_DE,dephase-heavy,0.2668,0.0800,0.2668,0.6244679914
AD_x_DE,dephase-heavy,0.2718,0.0815,0.2718,0.6167889302
AD_x_DE,dephase-heavy,0.2768,0.0830,0.2768,0.6090844391
AD_x_DE,dephase-heavy,0.2818,0.0846,0.2818,0.6013543711
AD_x_DE,dephase-heavy,0.2869,0.0861,0.2869,0.5935985784
AD_x_DE,dephase-heavy,0.2919,0.0876,0.2919,0.5858169130
AD_x_DE,dephase-heavy,0.2969,0.0891,0.2969,0.5780092269
AD_x_DE,dephase-heavy,0.3019,0.0906,0.3019,0.5701753716
AD_x_DE,dephase-heavy,0.3069,0.0921,0.3069,0.5623151986
AD_x_DE,dephase-heavy,0.3119,0.0936,0.3119,0.5544285591
AD_x_DE,dephase-heavy,0.3169,0.0951,0.3169,0.5465153045
AD_x_DE,dephase-heavy,0.3220,0.0966,0.3220,0.5385752861
AD_x_DE,dephase-heavy,0.3270,0.0981,0.3270,0.5306083553
AD_x_DE,dephase-heavy,0.3320,0.0996,0.3320,0.5226143636
AD_x_DE,dephase-heavy,0.3370,0.1011,0.3370,0.5145931627
AD_x_DE,dephase-heavy,0.3420,0.1026,0.3420,0.5065446048
AD_x_DE,dephase-heavy,0.3470,0.1041,0.3470,0.4984685423
AD_x_DE,dephase-heavy,0.3521,0.1056,0.3521,0.4903648281
AD_x_DE,dephase-heavy,0.3571,0.1071,0.3571,0.4822333158
AD_x_DE,dephase-heavy,0.3621,0.1086,0.3621,0.4740738596
AD_x_DE,dephase-heavy,0.3671,0.1101,0.3671,0.4658863144
AD_x_DE,dephase-heavy,0.3721,0.1116,0.3721,0.4576705362
AD_x_DE,dephase-heavy,0.3771,0.1131,0.3771,0.4494263817
AD_x_DE,dephase-heavy,0.3821,0.1146,0.3821,0.4411537090
AD_x_DE,dephase-heavy,0.3872,0.1161,0.3872,0.4328523774
AD_x_DE,dephase-heavy,0.3922,0.1177,0.3922,0.4245222476
AD_x_DE,dephase-heavy,0.3972,0.1192,0.3972,0.4161631820
AD_x_DE,dephase-heavy,0.4022,0.1207,0.4022,0.4077750444
AD_x_DE,dephase-heavy,0.4072,0.1222,0.4072,0.3993577009
AD_x_DE,dephase-heavy,0.4122,0.1237,0.4122,0.3909110194
AD_x_DE,dephase-heavy,0.4173,0.1252,0.4173,0.3824348702
AD_x_DE,dephase-heavy,0.4223,0.1267,0.4223,0.3739291259
AD_x_DE,dephase-heavy,0.4273,0.1282,0.4273,0.3653936621
AD_x_DE,dephase-heavy,0.4323,0.1297,0.4323,0.3568283570
AD_x_DE,dephase-heavy,0.4373,0.1312,0.4373,0.3482330921
AD_x_DE,dephase-heavy,0.4423,0.1327,0.4423,0.3396077523
AD_x_DE,dephase-heavy,0.4473,0.1342,0.4473,0.3309522262
AD_x_DE,dephase-heavy,0.4524,0.1357,0.4524,0.3222664062
AD_x_DE,dephase-heavy,0.4574,0.1372,0.4574,0.3135501892
AD_x_DE,dephase-heavy,0.4624,0.1387,0.4624,0.3048034765
AD_x_DE,dephase-heavy,0.4674,0.1402,0.4674,0.2960261743
AD_x_DE,dephase-heavy,0.4724,0.1417,0.4724,0.2872181944
AD_x_DE,dephase-heavy,0.4774,0.1432,0.4774,0.2783794538
AD_x_DE,dephase-heavy,0.4824,0.1447,0.4824,0.2695098759
AD_x_DE,dephase-heavy,0.4875,0.1462,0.4875,0.2606093906
AD_x_DE,dephase-heavy,0.4925,0.1477,0.4925,0.2516779346
AD_x_DE,dephase-heavy,0.4975,0.1492,0.4975,0.2427154520
AD_x_DE,dephase-heavy,0.5025,0.1508,0.5025,0.2337218951
AD_x_DE,dephase-heavy,0.5075,0.1523,0.5075,0.2246972244
AD_x_DE,dephase-heavy,0.5125,0.1538,0.5125,0.2156414098
AD_x_DE,dephase-heavy,0.5176,0.1553,0.5176,0.2065544305
AD_x_DE,dephase-heavy,0.5226,0.1568,0.5226,0.1974362764
AD_x_DE,dephase-heavy,0.5276,0.1583,0.5276,0.1882869481
AD_x_DE,dephase-heavy,0.5326,0.1598,0.5326,0.1791064581
AD_x_DE,dephase-heavy,0.5376,0.1613,0.5376,0.1698948314
AD_x_DE,dephase-heavy,0.5426,0.1628,0.5426,0.1606521064
AD_x_DE,dephase-heavy,0.5476,0.1643,0.5476,0.1513783356
AD_x_DE,dephase-heavy,0.5527,0.1658,0.5527,0.1420735866
AD_x_DE,dephase-heavy,0.5577,0.1673,0.5577,0.1327379433
AD_x_DE,dephase-heavy,0.5627,0.1688,0.5627,0.1233715066
AD_x_DE,dephase-heavy,0.5677,0.1703,0.5677,0.1139743958
AD_x_DE,dephase-heavy,0.5727,0.1718,0.5727,0.1045467496
AD_x_DE,dephase-heavy,0.5777,0.1733,0.5777,0.0950887273
AD_x_DE,dephase-heavy,0.5827,0.1748,0.5827,0.0856005103
AD_x_DE,dephase-heavy,0.5878,0.1763,0.5878,0.0760823036
AD_x_DE,dephase-heavy,0.5928,0.1778,0.5928,0.0665343369
AD_x_DE,dephase-heavy,0.5978,0.1793,0.5978,0.0569568665
AD_x_DE,dephase-heavy,0.6028,0.1808,0.6028,0.0473501770
AD_x_DE,dephase-heavy,0.6078,0.1823,0.6078,0.0377145830
AD_x_DE,dephase-heavy,0.6128,0.1839,0.6128,0.0280504310
AD_x_DE,dephase-heavy,0.6179,0.1854,0.6179,0.0183581015
AD_x_DE,dephase-heavy,0.6229,0.1869,0.6229,0.0086380111
AD_x_DE,dephase-heavy,0.6279,0.1884,0.6279,0.0000000000
AD_x_DE,dephase-heavy,0.6329,0.1899,0.6329,0.0000000000
AD_x_DE,dephase-heavy,0.6379,0.1914,0.6379,0.0000000000
AD_x_DE,dephase-heavy,0.6429,0.1929,0.6429,0.0000000000
AD_x_DE,dephase-heavy,0.6479,0.1944,0.6479,0.0000000000
AD_x_DE,dephase-heavy,0.6530,0.1959,0.6530,0.0000000000
AD_x_DE,dephase-heavy,0.6580,0.1974,0.6580,0.0000000000
AD_x_DE,dephase-heavy,0.6630,0.1989,0.6630,0.0000000000
AD_x_DE,dephase-heavy,0.6680,0.2004,0.6680,0.0000000000
AD_x_DE,dephase-heavy,0.6730,0.2019,0.6730,0.0000000000
AD_x_DE,dephase-heavy,0.6780,0.2034,0.6780,0.0000000000
AD_x_DE,dephase-heavy,0.6831,0.2049,0.6831,0.0000000000
AD_x_DE,dephase-heavy,0.6881,0.2064,0.6881,0.0000000000
AD_x_DE,dephase-heavy,0.6931,0.2079,0.6931,0.0000000000
AD_x_DE,dephase-heavy,0.6981,0.2094,0.6981,0.0000000000
AD_x_DE,dephase-heavy,0.7031,0.2109,0.7031,0.0000000000
AD_x_DE,dephase-heavy,0.7081,0.2124,0.7081,0.0000000000
AD_x_DE,dephase-heavy,0.7131,0.2139,0.7131,0.0000000000
AD_x_DE,dephase-heavy,0.7182,0.2154,0.7182,0.0000000000
AD_x_DE,dephase-heavy,0.7232,0.2170,0.7232,0.0000000000
AD_x_DE,dephase-heavy,0.7282,0.2185,0.7282,0.0000000000
AD_x_DE,dephase-heavy,0.7332,0.2200,0.7332,0.0000000000
AD_x_DE,dephase-heavy,0.7382,0.2215,0.7382,0.0000000000
AD_x_DE,dephase-heavy,0.7432,0.2230,0.7432,0.0000000000
AD_x_DE,dephase-heavy,0.7482,0.2245,0.7482,0.0000000000
AD_x_DE,dephase-heavy,0.7533,0.2260,0.7533,0.0000000000
AD_x_DE,dephase-heavy,0.7583,0.2275,0.7583,0.0000000000
AD_x_DE,dephase-heavy,0.7633,0.2290,0.7633,0.0000000000
AD_x_DE,dephase-heavy,0.7683,0.2305,0.7683,0.0000000000
AD_x_DE,dephase-heavy,0.7733,0.2320,0.7733,0.0000000000
AD_x_DE,dephase-heavy,0.7783,0.2335,0.7783,0.0000000000
AD_x_DE,dephase-heavy,0.7834,0.2350,0.7834,0.0000000000
AD_x_DE,dephase-heavy,0.7884,0.2365,0.7884,0.0000000000
AD_x_DE,dephase-heavy,0.7934,0.2380,0.7934,0.0000000000
AD_x_DE,dephase-heavy,0.7984,0.2395,0.7984,0.0000000000
AD_x_DE,dephase-heavy,0.8034,0.2410,0.8034,0.0000000000
AD_x_DE,dephase-heavy,0.8084,0.2425,0.8084,0.0000000000
AD_x_DE,dephase-heavy,0.8134,0.2440,0.8134,0.0000000000
AD_x_DE,dephase-heavy,0.8185,0.2455,0.8185,0.0000000000
AD_x_DE,dephase-heavy,0.8235,0.2470,0.8235,0.0000000000
AD_x_DE,dephase-heavy,0.8285,0.2485,0.8285,0.0000000000
AD_x_DE,dephase-heavy,0.8335,0.2501,0.8335,0.0000000000
AD_x_DE,dephase-heavy,0.8385,0.2516,0.8385,0.0000000000
AD_x_DE,dephase-heavy,0.8435,0.2531,0.8435,0.0000000000
