noise_param,AD_1arm,AD_composed,DP_1arm,DP_composed,DE_1arm,DE_composed,ER_1arm,ER_composed
0.2230,0.8294436814,0.6814303741,0.6359865037,0.3861664171,0.7359553540,0.4911794249,0.8294436814,0.6814303741
0.2240,0.8286315817,0.6800326374,0.6341285575,0.3837225377,0.7346554335,0.4887864528,0.8286315817,0.6800326374
0.2250,0.8278190246,0.6786353478,0.6322682155,0.3812833725,0.7333543406,0.4863925943,0.8278190246,0.6786353478
0.2260,0.8270060096,0.6772385081,0.6304054715,0.3788489525,0.7320520733,0.4839978516,0.8270060096,0.6772385081
0.2270,0.8261925362,0.6758421207,0.6285403193,0.3764193087,0.7307486294,0.4816022270,0.8261925362,0.6758421207
0.2280,0.8253786039,0.6744461884,0.6266727526,0.3739944723,0.7294440068,0.4792057226,0.8253786039,0.6744461884
0.2290,0.8245642121,0.6730507137,0.6248027653,0.3715744743,0.7281382034,0.4768083407,0.8245642121,0.6730507137
0.2300,0.8237493603,0.6716556994,0.6229303509,0.3691593461,0.7268312170,0.4744100836,0.8237493603,0.6716556994
0.2310,0.8229340480,0.6702611479,0.6210555033,0.3667491189,0.7255230455,0.4720109534,0.8229340480,0.6702611479
0.2320,0.8221182747,0.6688670621,0.6191782161,0.3643438241,0.7242136868,0.4696109526,0.8221182747,0.6688670621
0.2330,0.8213020399,0.6674734446,0.6172984828,0.3619434931,0.7229031386,0.4672100833,0.8213020399,0.6674734446
0.2340,0.8204853430,0.6660802979,0.6154162973,0.3595481575,0.7215913988,0.4648083480,0.8204853430,0.6660802979
0.2350,0.8196681835,0.6646876248,0.6135316529,0.3571578487,0.7202784652,0.4624057489,0.8196681835,0.6646876248
0.2360,0.8188505609,0.6632954280,0.6116445434,0.3547725985,0.7189643358,0.4600022884,0.8188505609,0.6632954280
0.2370,0.8180324747,0.6619037101,0.6097549622,0.3523924385,0.7176490082,0.4575979688,0.8180324747,0.6619037101
0.2380,0.8172139243,0.6605124738,0.6078629028,0.3500174005,0.7163324803,0.4551927927,0.8172139243,0.6605124738
0.2390,0.8163949092,0.6591217218,0.6059683588,0.3476475162,0.7150147499,0.4527867623,0.8163949092,0.6591217218
0.2400,0.8155754289,0.6577314568,0.6040713237,0.3452828176,0.7136958148,0.4503798801,0.8155754289,0.6577314568
0.2410,0.8147554828,0.6563416816,0.6021717908,0.3429233366,0.7123756729,0.4479721485,0.8147554828,0.6563416816
0.2420,0.8139350705,0.6549523987,0.6002697535,0.3405691051,0.7110543218,0.4455635700,0.8139350705,0.6549523987
0.2430,0.8131141913,0.6535636110,0.5983652053,0.3382201552,0.7097317594,0.4431541471,0.8131141913,0.6535636110
0.2440,0.8122928449,0.6521753211,0.5964581396,0.3358765191,0.7084079835,0.4407438823,0.8122928449,0.6521753211
0.2450,0.8114710305,0.6507875318,0.5945485496,0.3335382288,0.7070829918,0.4383327780,0.8114710305,0.6507875318
0.2460,0.8106487478,0.6494002458,0.5926364286,0.3312053166,0.7057567820,0.4359208369,0.8106487478,0.6494002458
0.2470,0.8098259961,0.6480134658,0.5907217700,0.3288778148,0.7044293521,0.4335080614,0.8098259961,0.6480134658
0.2480,0.8090027749,0.6466271947,0.5888045670,0.3265557556,0.7031006996,0.4310944541,0.8090027749,0.6466271947
0.2490,0.8081790838,0.6452414351,0.5868848129,0.3242391715,0.7017708224,0.4286800177,0.8081790838,0.6452414351
0.2500,0.8073549221,0.6438561898,0.5849625007,0.3219280949,0.7004397181,0.4262647547,0.8073549221,0.6438561898
0.2510,0.8065302893,0.6424714615,0.5830376238,0.3196225582,0.6991073846,0.4238486677,0.8065302893,0.6424714615
0.2520,0.8057051848,0.6410872531,0.5811101752,0.3173225940,0.6977738196,0.4214317595,0.8057051848,0.6410872531
0.2530,0.8048796083,0.6397035673,0.5791801481,0.3150282349,0.6964390207,0.4190140326,0.8048796083,0.6397035673
0.2540,0.8040535590,0.6383204069,0.5772475356,0.3127395134,0.6951029856,0.4165954897,0.8040535590,0.6383204069
0.2550,0.8032270364,0.6369377746,0.5753123307,0.3104564623,0.6937657122,0.4141761336,0.8032270364,0.6369377746
0.2560,0.8024000401,0.6355556733,0.5733745264,0.3081791142,0.6924271981,0.4117559669,0.8024000401,0.6355556733
0.2570,0.8015725695,0.6341741058,0.5714341159,0.3059075020,0.6910874410,0.4093349924,0.8015725695,0.6341741058
0.2580,0.8007446239,0.6327930749,0.5694910920,0.3036416584,0.6897464385,0.4069132129,0.8007446239,0.6327930749
0.2590,0.7999162030,0.6314125833,0.5675454476,0.3013816162,0.6884041884,0.4044906311,0.7999162030,0.6314125833
0.2600,0.7990873061,0.6300326339,0.5655971759,0.2991274084,0.6870606883,0.4020672498,0.7990873061,0.6300326339
0.2610,0.7982579326,0.6286532295,0.5636462695,0.2968790679,0.6857159360,0.3996430719,0.7982579326,0.6286532295
0.2620,0.7974280822,0.6272743730,0.5616927214,0.2946366276,0.6843699290,0.3972181001,0.7974280822,0.6272743730
0.2630,0.7965977540,0.6258960672,0.5597365244,0.2924001206,0.6830226651,0.3947923374,0.7965977540,0.6258960672
0.2640,0.7957669478,0.6245183148,0.5577776714,0.2901695799,0.6816741418,0.3923657866,0.7957669478,0.6245183148
0.2650,0.7949356628,0.6231411189,0.5558161551,0.2879450386,0.6803243568,0.3899384506,0.7949356628,0.6231411189
0.2660,0.7941038986,0.6217644822,0.5538519682,0.2857265298,0.6789733079,0.3875103323,0.7941038986,0.6217644822
0.2670,0.7932716545,0.6203884075,0.5518851035,0.2835140867,0.6776209925,0.3850814347,0.7932716545,0.6203884075
0.2680,0.7924389301,0.6190128978,0.5499155536,0.2813077424,0.6762674083,0.3826517606,0.7924389301,0.6190128978
0.2690,0.7916057247,0.6176379559,0.5479433113,0.2791075302,0.6749125529,0.3802213132,0.7916057247,0.6176379559
0.2700,0.7907720379,0.6162635847,0.5459683691,0.2769134832,0.6735564240,0.3777900953,0.7907720379,0.6162635847
0.2710,0.7899378690,0.6148897870,0.5439907197,0.2747256349,0.6721990191,0.3753581101,0.7899378690,0.6148897870
0.2720,0.7891032175,0.6135165658,0.5420103555,0.2725440185,0.6708403359,0.3729253605,0.7891032175,0.6135165658
0.2730,0.7882680829,0.6121439240,0.5400272693,0.2703686673,0.6694803719,0.3704918495,0.7882680829,0.6121439240
0.2740,0.7874324645,0.6107718644,0.5380414533,0.2681996146,0.6681191247,0.3680575804,0.7874324645,0.6107718644
0.2750,0.7865963619,0.6094003900,0.5360529002,0.2660368940,0.6667565919,0.3656225561,0.7865963619,0.6094003900
0.2760,0.7857597744,0.6080295037,0.5340616024,0.2638805387,0.6653927710,0.3631867798,0.7857597744,0.6080295037
0.2770,0.7849227016,0.6066592083,0.5320675523,0.2617305823,0.6640276597,0.3607502547,0.7849227016,0.6066592083
0.2780,0.7840851427,0.6052895069,0.5300707422,0.2595870582,0.6626612555,0.3583129839,0.7840851427,0.6052895069
0.2790,0.7832470974,0.6039204023,0.5280711646,0.2574499998,0.6612935559,0.3558749705,0.7832470974,0.6039204023
0.2800,0.7824085649,0.6025518975,0.5260688117,0.2553194407,0.6599245584,0.3534362179,0.7824085649,0.6025518975
0.2810,0.7815695448,0.6011839954,0.5240636758,0.2531954144,0.6585542607,0.3509967291,0.7815695448,0.6011839954
0.2820,0.7807300365,0.5998166990,0.5220557492,0.2510779543,0.6571826601,0.3485565076,0.7807300365,0.5998166990
0.2830,0.7798900393,0.5984500112,0.5200450240,0.2489670941,0.6558097544,0.3461155564,0.7798900393,0.5984500112
0.2840,0.7790495528,0.5970839350,0.5180314926,0.2468628674,0.6544355408,0.3436738791,0.7790495528,0.5970839350
0.2850,0.7782085764,0.5957184734,0.5160151470,0.2447653076,0.6530600171,0.3412314787,0.7782085764,0.5957184734
0.2860,0.7773671095,0.5943536292,0.5139959794,0.2426744484,0.6516831806,0.3387883588,0.7773671095,0.5943536292
0.2870,0.7765251514,0.5929894056,0.5119739818,0.2405903233,0.6503050289,0.3363445226,0.7765251514,0.5929894056
0.2880,0.7756827017,0.5916258055,0.5099491463,0.2385129661,0.6489255595,0.3338999735,0.7756827017,0.5916258055
0.2890,0.7748397598,0.5902628319,0.5079214650,0.2364424102,0.6475447697,0.3314547149,0.7748397598,0.5902628319
0.2900,0.7739963251,0.5889004877,0.5058909297,0.2343786893,0.6461626572,0.3290087503,0.7739963251,0.5889004877
0.2910,0.7731523970,0.5875387760,0.5038575326,0.2323218371,0.6447792193,0.3265620831,0.7731523970,0.5875387760
0.2920,0.7723079750,0.5861776998,0.5018212654,0.2302718872,0.6433944535,0.3241147168,0.7723079750,0.5861776998
0.2930,0.7714630584,0.5848172621,0.4997821201,0.2282288732,0.6420083573,0.3216666549,0.7714630584,0.5848172621
0.2940,0.7706176467,0.5834574659,0.4977400886,0.2261928287,0.6406209280,0.3192179008,0.7706176467,0.5834574659
0.2950,0.7697717392,0.5820983143,0.4956951626,0.2241637873,0.6392321632,0.3167684582,0.7697717392,0.5820983143
0.2960,0.7689253356,0.5807398102,0.4936473340,0.2221417828,0.6378420603,0.3143183305,0.7689253356,0.5807398102
0.2970,0.7680784350,0.5793819568,0.4915965944,0.2201268487,0.6364506167,0.3118675214,0.7680784350,0.5793819568
0.2980,0.7672310370,0.5780247570,0.4895429356,0.2181190187,0.6350578297,0.3094160345,0.7672310370,0.5780247570
0.2990,0.7663831410,0.5766682140,0.4874863493,0.2161183264,0.6336636969,0.3069638734,0.7663831410,0.5766682140
0.3000,0.7655347464,0.5753123307,0.4854268272,0.2141248054,0.6322682155,0.3045110418,0.7655347464,0.5753123307
0.3010,0.7646858525,0.5739571102,0.4833643607,0.2121384892,0.6308713830,0.3020575433,0.7646858525,0.5739571102
0.3020,0.7638364589,0.5726025557,0.4812989415,0.2101594116,0.6294731968,0.2996033817,0.7638364589,0.5726025557
0.3030,0.7629865649,0.5712486701,0.4792305612,0.2081876060,0.6280736542,0.2971485607,0.7629865649,0.5712486701
0.3040,0.7621361699,0.5698954565,0.4771592112,0.2062231060,0.6266727526,0.2946930840,0.7621361699,0.5698954565
0.3050,0.7612852734,0.5685429181,0.4750848829,0.2042659453,0.6252704894,0.2922369554,0.7612852734,0.5685429181
0.3060,0.7604338747,0.5671910580,0.4730075679,0.2023161573,0.6238668619,0.2897801787,0.7604338747,0.5671910580
0.3070,0.7595819732,0.5658398791,0.4709272575,0.2003737755,0.6224618674,0.2873227577,0.7595819732,0.5658398791
0.3080,0.7587295685,0.5644893847,0.4688439430,0.1984388336,0.6210555033,0.2848646963,0.7587295685,0.5644893847
0.3090,0.7578766597,0.5631395779,0.4667576157,0.1965113648,0.6196477669,0.2824059984,0.7578766597,0.5631395779
0.3100,0.7570232465,0.5617904617,0.4646682670,0.1945914028,0.6182386556,0.2799466678,0.7570232465,0.5617904617
0.3110,0.7561693281,0.5604420392,0.4625758880,0.1926789809,0.6168281666,0.2774867085,0.7561693281,0.5604420392
0.3120,0.7553149040,0.5590943137,0.4604804700,0.1907741325,0.6154162973,0.2750261243,0.7553149040,0.5590943137
0.3130,0.7544599736,0.5577472882,0.4583820042,0.1888768911,0.6140030449,0.2725649194,0.7544599736,0.5577472882
0.3140,0.7536045363,0.5564009659,0.4562804815,0.1869872900,0.6125884067,0.2701030976,0.7536045363,0.5564009659
0.3150,0.7527485914,0.5550553500,0.4541758932,0.1851053625,0.6111723800,0.2676406631,0.7527485914,0.5550553500
0.3160,0.7518921384,0.5537104435,0.4520682302,0.1832311420,0.6097549622,0.2651776197,0.7518921384,0.5537104435
0.3170,0.7510351767,0.5523662496,0.4499574836,0.1813646616,0.6083361503,0.2627139717,0.7510351767,0.5523662496
0.3180,0.7501777056,0.5510227716,0.4478436444,0.1795059547,0.6069159418,0.2602497231,0.7501777056,0.5510227716
0.3190,0.7493197246,0.5496800125,0.4457267033,0.1776550543,0.6054943339,0.2577848781,0.7493197246,0.5496800125
0.3200,0.7484612330,0.5483379755,0.4436066515,0.1758119937,0.6040713237,0.2553194407,0.7484612330,0.5483379755
0.3210,0.7476022303,0.5469966639,0.4414834796,0.1739768060,0.6026469085,0.2528534152,0.7476022303,0.5469966639
0.3220,0.7467427158,0.5456560808,0.4393571785,0.1721495243,0.6012210856,0.2503868057,0.7467427158,0.5456560808
0.3230,0.7458826889,0.5443162294,0.4372277389,0.1703301815,0.5997938521,0.2479196166,0.7458826889,0.5443162294
0.3240,0.7450221490,0.5429771128,0.4350951516,0.1685188108,0.5983652053,0.2454518519,0.7450221490,0.5429771128
0.3250,0.7441610956,0.5416387344,0.4329594073,0.1667154450,0.5969351424,0.2429835161,0.7441610956,0.5416387344
0.3260,0.7432995279,0.5403010973,0.4308204965,0.1649201170,0.5955036605,0.2405146134,0.7432995279,0.5403010973
0.3270,0.7424374454,0.5389642048,0.4286784099,0.1631328597,0.5940707569,0.2380451482,0.7424374454,0.5389642048
0.3280,0.7415748474,0.5376280600,0.4265331381,0.1613537058,0.5926364286,0.2355751247,0.7415748474,0.5376280600
0.3290,0.7407117334,0.5362926662,0.4243846715,0.1595826882,0.5912006729,0.2331045475,0.7407117334,0.5362926662
0.3300,0.7398481027,0.5349580266,0.4222330007,0.1578198395,0.5897634870,0.2306334208,0.7398481027,0.5349580266
0.3310,0.7389839547,0.5336241444,0.4200781160,0.1560651923,0.5883248679,0.2281617492,0.7389839547,0.5336241444
0.3320,0.7381192888,0.5322910230,0.4179200078,0.1543187793,0.5868848129,0.2256895371,0.7381192888,0.5322910230
0.3330,0.7372541043,0.5309586655,0.4157586665,0.1525806329,0.5854433189,0.2232167890,0.7372541043,0.5309586655
0.3340,0.7363884007,0.5296270753,0.4135940824,0.1508507857,0.5840003833,0.2207435095,0.7363884007,0.5296270753
0.3350,0.7355221773,0.5282962555,0.4114262457,0.1491292699,0.5825560030,0.2182697030,0.7355221773,0.5282962555
0.3360,0.7346554335,0.5269662094,0.4092551467,0.1474161180,0.5811101752,0.2157953741,0.7346554335,0.5269662094
0.3370,0.7337881686,0.5256369404,0.4070807755,0.1457113622,0.5796628970,0.2133205275,0.7337881686,0.5256369404
0.3380,0.7329203821,0.5243084517,0.4049031221,0.1440150347,0.5782141655,0.2108451677,0.7329203821,0.5243084517
0.3390,0.7320520733,0.5229807465,0.4027221768,0.1423271677,0.5767639777,0.2083692995,0.7320520733,0.5229807465
0.3400,0.7311832416,0.5216538283,0.4005379296,0.1406477932,0.5753123307,0.2058929275,0.7311832416,0.5216538283
0.3410,0.7303138863,0.5203277002,0.3983503703,0.1389769431,0.5738592216,0.2034160564,0.7303138863,0.5203277002
0.3420,0.7294440068,0.5190023656,0.3961594891,0.1373146495,0.5724046474,0.2009386911,0.7294440068,0.5190023656
0.3430,0.7285736026,0.5176778278,0.3939652757,0.1356609441,0.5709486052,0.1984608361,0.7285736026,0.5176778278
0.3440,0.7277026728,0.5163540901,0.3917677200,0.1340158587,0.5694910920,0.1959824964,0.7277026728,0.5163540901
0.3450,0.7268312170,0.5150311558,0.3895668118,0.1323794251,0.5680321048,0.1935036768,0.7268312170,0.5150311558
0.3460,0.7259592345,0.5137090283,0.3873625408,0.1307516747,0.5665716406,0.1910243821,0.7259592345,0.5137090283
0.3470,0.7250867246,0.5123877109,0.3851548969,0.1291326391,0.5651096965,0.1885446172,0.7250867246,0.5123877109
0.3480,0.7242136868,0.5110672069,0.3829438696,0.1275223497,0.5636462695,0.1860643871,0.7242136868,0.5110672069
0.3490,0.7233401203,0.5097475196,0.3807294485,0.1259208379,0.5621813565,0.1835836966,0.7233401203,0.5097475196
0.3500,0.7224660245,0.5084286525,0.3785116233,0.1243281350,0.5607149545,0.1811025508,0.7224660245,0.5084286525
0.3510,0.7215913988,0.5071106089,0.3762903833,0.1227442721,0.5592470605,0.1786209546,0.7215913988,0.5071106089
0.3520,0.7207162425,0.5057933921,0.3740657182,0.1211692802,0.5577776714,0.1761389131,0.7207162425,0.5057933921
0.3530,0.7198405551,0.5044770055,0.3718376173,0.1196031904,0.5563067842,0.1736564313,0.7198405551,0.5044770055
0.3540,0.7189643358,0.5031614525,0.3696060700,0.1180460336,0.5548343959,0.1711735144,0.7189643358,0.5031614525
0.3550,0.7180875840,0.5018467365,0.3673710656,0.1164978405,0.5533605033,0.1686901674,0.7180875840,0.5018467365
0.3560,0.7172102990,0.5005328608,0.3651325935,0.1149586418,0.5518851035,0.1662063955,0.7172102990,0.5005328608
0.3570,0.7163324803,0.4992198289,0.3628906427,0.1134284682,0.5504081932,0.1637222039,0.7163324803,0.4992198289
0.3580,0.7154541271,0.4979076440,0.3606452025,0.1119073500,0.5489297695,0.1612375978,0.7154541271,0.4979076440
0.3590,0.7145752389,0.4965963097,0.3583962620,0.1103953177,0.5474498291,0.1587525824,0.7145752389,0.4965963097
0.3600,0.7136958148,0.4952858294,0.3561438102,0.1088924016,0.5459683691,0.1562671631,0.7136958148,0.4952858294
0.3610,0.7128158544,0.4939762064,0.3538878363,0.1073986319,0.5444853862,0.1537813450,0.7128158544,0.4939762064
0.3620,0.7119353570,0.4926674441,0.3516283291,0.1059140385,0.5430008774,0.1512951336,0.7119353570,0.4926674441
0.3630,0.7110543218,0.4913595461,0.3493652776,0.1044386514,0.5415148395,0.1488085342,0.7110543218,0.4913595461
0.3640,0.7101727483,0.4900525157,0.3470986706,0.1029725005,0.5400272693,0.1463215522,0.7101727483,0.4900525157
0.3650,0.7092906357,0.4887463563,0.3448284970,0.1015156155,0.5385381636,0.1438341930,0.7092906357,0.4887463563
0.3660,0.7084079835,0.4874410715,0.3425547455,0.1000680260,0.5370475194,0.1413464621,0.7084079835,0.4874410715
0.3670,0.7075247909,0.4861366646,0.3402774048,0.0986297614,0.5355553334,0.1388583650,0.7075247909,0.4861366646
0.3680,0.7066410573,0.4848331391,0.3379964635,0.0972008512,0.5340616024,0.1363699071,0.7066410573,0.4848331391
0.3690,0.7057567820,0.4835304984,0.3357119103,0.0957813246,0.5325663233,0.1338810941,0.7057567820,0.4835304984
0.3700,0.7048719645,0.4822287461,0.3334237337,0.0943712106,0.5310694927,0.1313919315,0.7048719645,0.4822287461
0.3710,0.7039866039,0.4809278856,0.3311319222,0.0929705383,0.5295711076,0.1289024250,0.7039866039,0.4809278856
0.3720,0.7031006996,0.4796279203,0.3288364642,0.0915793366,0.5280711646,0.1264125802,0.7031006996,0.4796279203
0.3730,0.7022142510,0.4783288538,0.3265373481,0.0901976341,0.5265696605,0.1239224027,0.7022142510,0.4783288538
0.3740,0.7013272574,0.4770306895,0.3242345623,0.0888254595,0.5250665921,0.1214318983,0.7013272574,0.4770306895
0.3750,0.7004397181,0.4757334310,0.3219280949,0.0874628413,0.5235619561,0.1189410727,0.7004397181,0.4757334310
0.3760,0.6995516325,0.4744370816,0.3196179342,0.0861098077,0.5220557492,0.1164499317,0.6995516325,0.4744370816
0.3770,0.6986629999,0.4731416450,0.3173040684,0.0847663870,0.5205479681,0.1139584812,0.6986629999,0.4731416450
0.3780,0.6977738196,0.4718471246,0.3149864855,0.0834326072,0.5190386096,0.1114667268,0.6977738196,0.4718471246
0.3790,0.6968840909,0.4705535240,0.3126651736,0.0821084963,0.5175276703,0.1089746746,0.6968840909,0.4705535240
0.3800,0.6959938131,0.4692608466,0.3103401206,0.0807940820,0.5160151470,0.1064823305,0.6959938131,0.4692608466
0.3810,0.6951029856,0.4679690960,0.3080113146,0.0794893919,0.5145010363,0.1039897003,0.6951029856,0.4679690960
0.3820,0.6942116078,0.4666782758,0.3056787432,0.0781944536,0.5129853348,0.1014967900,0.6942116078,0.4666782758
0.3830,0.6933196788,0.4653883893,0.3033423945,0.0769092944,0.5114680393,0.0990036057,0.6933196788,0.4653883893
0.3840,0.6924271981,0.4640994403,0.3010022560,0.0756339414,0.5099491463,0.0965101534,0.6924271981,0.4640994403
0.3850,0.6915341649,0.4628114322,0.2986583156,0.0743684218,0.5084286525,0.0940164391,0.6915341649,0.4628114322
0.3860,0.6906405786,0.4615243686,0.2963105607,0.0731127623,0.5069065546,0.0915224691,0.6906405786,0.4615243686
0.3870,0.6897464385,0.4602382531,0.2939589790,0.0718669898,0.5053828491,0.0890282493,0.6897464385,0.4602382531
0.3880,0.6888517439,0.4589530891,0.2916035580,0.0706311308,0.5038575326,0.0865337860,0.6888517439,0.4589530891
0.3890,0.6879564940,0.4576688804,0.2892442852,0.0694052117,0.5023306017,0.0840390855,0.6879564940,0.4576688804
0.3900,0.6870606883,0.4563856304,0.2868811478,0.0681892588,0.5008020531,0.0815441538,0.6870606883,0.4563856304
0.3910,0.6861643261,0.4551033427,0.2845141332,0.0669832981,0.4992718832,0.0790489974,0.6861643261,0.4551033427
0.3920,0.6852674065,0.4538220209,0.2821432288,0.0657873557,0.4977400886,0.0765536226,0.6852674065,0.4538220209
0.3930,0.6843699290,0.4525416687,0.2797684216,0.0646014572,0.4962066659,0.0740580356,0.6843699290,0.4525416687
0.3940,0.6834718929,0.4512622895,0.2773896988,0.0634256283,0.4946716116,0.0715622429,0.6834718929,0.4512622895
0.3950,0.6825732973,0.4499838870,0.2750070475,0.0622598945,0.4931349223,0.0690662509,0.6825732973,0.4499838870
0.3960,0.6816741418,0.4487064649,0.2726204547,0.0611042809,0.4915965944,0.0665700661,0.6816741418,0.4487064649
0.3970,0.6807744255,0.4474300266,0.2702299072,0.0599588126,0.4900566245,0.0640736948,0.6807744255,0.4474300266
0.3980,0.6798741477,0.4461545759,0.2678353921,0.0588235147,0.4885150090,0.0615771438,0.6798741477,0.4461545759
0.3990,0.6789733079,0.4448801163,0.2654368960,0.0576984117,0.4869717444,0.0590804194,0.6789733079,0.4448801163
0.4000,0.6780719051,0.4436066515,0.2630344058,0.0565835284,0.4854268272,0.0565835284,0.6780719051,0.4436066515
0.4010,0.6771699388,0.4423341851,0.2606279081,0.0554788890,0.4838802538,0.0540864773,0.6771699388,0.4423341851
0.4020,0.6762674083,0.4410627207,0.2582173895,0.0543845178,0.4823320207,0.0515892728,0.6762674083,0.4410627207
0.4030,0.6753643127,0.4397922620,0.2558028366,0.0533004388,0.4807821244,0.0490919216,0.6753643127,0.4397922620
0.4040,0.6744606516,0.4385228127,0.2533842358,0.0522266758,0.4792305612,0.0465944304,0.6744606516,0.4385228127
0.4050,0.6735564240,0.4372543763,0.2509615735,0.0511632526,0.4776773276,0.0440968061,0.6735564240,0.4372543763
0.4060,0.6726516293,0.4359869566,0.2485348361,0.0501101925,0.4761224199,0.0415990554,0.6726516293,0.4359869566
0.4070,0.6717462669,0.4347205572,0.2461040099,0.0490675189,0.4745658345,0.0391011852,0.6717462669,0.4347205572
0.4080,0.6708403359,0.4334551817,0.2436690810,0.0480352548,0.4730075679,0.0366032024,0.6708403359,0.4334551817
0.4090,0.6699338357,0.4321908339,0.2412300355,0.0470134231,0.4714476164,0.0341051139,0.6699338357,0.4321908339
0.4100,0.6690267655,0.4309275174,0.2387868596,0.0460020465,0.4698859763,0.0316069266,0.6690267655,0.4309275174
0.4110,0.6681191247,0.4296652359,0.2363395392,0.0450011477,0.4683226439,0.0291086475,0.6681191247,0.4296652359
0.4120,0.6672109125,0.4284039931,0.2338880602,0.0440107487,0.4667576157,0.0266102838,0.6672109125,0.4284039931
0.4130,0.6663021282,0.4271437927,0.2314324084,0.0430308719,0.4651908879,0.0241118424,0.6663021282,0.4271437927
0.4140,0.6653927710,0.4258846384,0.2289725698,0.0420615390,0.4636224569,0.0216133304,0.6653927710,0.4258846384
0.4150,0.6644828404,0.4246265338,0.2265085298,0.0411027718,0.4620523188,0.0191147551,0.6644828404,0.4246265338
0.4160,0.6635723354,0.4233694828,0.2240402742,0.0401545919,0.4604804700,0.0166161235,0.6635723354,0.4233694828
0.4170,0.6626612555,0.4221134889,0.2215677885,0.0392170204,0.4589069069,0.0141174430,0.6626612555,0.4221134889
0.4180,0.6617495998,0.4208585560,0.2190910582,0.0382900786,0.4573316255,0.0116187207,0.6617495998,0.4208585560
0.4190,0.6608373677,0.4196046877,0.2166100687,0.0373737872,0.4557546222,0.0091199639,0.6608373677,0.4196046877
0.4200,0.6599245584,0.4183518878,0.2141248054,0.0364681671,0.4541758932,0.0066211801,0.6599245584,0.4183518878
0.4210,0.6590111712,0.4171001600,0.2116352533,0.0355732386,0.4525954347,0.0041223766,0.6590111712,0.4171001600
0.4220,0.6580972054,0.4158495080,0.2091413978,0.0346890220,0.4510132429,0.0016235607,0.6580972054,0.4158495080
0.4230,0.6571826601,0.4145999357,0.2066432240,0.0338155374,0.4494293141,0.0000000000,0.6571826601,0.4145999357
0.4240,0.6562675348,0.4133514466,0.2041407168,0.0329528046,0.4478436444,0.0000000000,0.6562675348,0.4133514466
0.4250,0.6553518286,0.4121040447,0.2016338612,0.0321008432,0.4462562299,0.0000000000,0.6553518286,0.4121040447
0.4260,0.6544355408,0.4108577336,0.1991226420,0.0312596726,0.4446670668,0.0000000000,0.6544355408,0.4108577336
0.4270,0.6535186708,0.4096125171,0.1966070441,0.0304293120,0.4430761514,0.0000000000,0.6535186708,0.4096125171
0.4280,0.6526012176,0.4083683990,0.1940870521,0.0296097803,0.4414834796,0.0000000000,0.6526012176,0.4083683990
0.4290,0.6516831806,0.4071253830,0.1915626507,0.0288010963,0.4398890476,0.0000000000,0.6516831806,0.4071253830
0.4300,0.6507645591,0.4058834729,0.1890338244,0.0280032785,0.4382928516,0.0000000000,0.6507645591,0.4058834729
0.4310,0.6498453523,0.4046426726,0.1865005576,0.0272163451,0.4366948876,0.0000000000,0.6498453523,0.4046426726
0.4320,0.6489255595,0.4034029857,0.1839628348,0.0264403143,0.4350951516,0.0000000000,0.6489255595,0.4034029857
0.4330,0.6480051798,0.4021644161,0.1814206403,0.0256752039,0.4334936398,0.0000000000,0.6480051798,0.4021644161
0.4340,0.6470842126,0.4009269676,0.1788739582,0.0249210314,0.4318903483,0.0000000000,0.6470842126,0.4009269676
0.4350,0.6461626572,0.3996906440,0.1763227726,0.0241778143,0.4302852730,0.0000000000,0.6461626572,0.3996906440
0.4360,0.6452405126,0.3984554490,0.1737670677,0.0234455697,0.4286784099,0.0000000000,0.6452405126,0.3984554490
0.4370,0.6443177783,0.3972213865,0.1712068274,0.0227243144,0.4270697552,0.0000000000,0.6443177783,0.3972213865
0.4380,0.6433944535,0.3959884604,0.1686420356,0.0220140652,0.4254593048,0.0000000000,0.6433944535,0.3959884604
0.4390,0.6424705373,0.3947566743,0.1660726759,0.0213148386,0.4238470546,0.0000000000,0.6424705373,0.3947566743
0.4400,0.6415460291,0.3935260322,0.1634987323,0.0206266506,0.4222330007,0.0000000000,0.6415460291,0.3935260322
0.4410,0.6406209280,0.3922965379,0.1609201882,0.0199495173,0.4206171390,0.0000000000,0.6406209280,0.3922965379
0.4420,0.6396952334,0.3910681952,0.1583370272,0.0192834544,0.4189994654,0.0000000000,0.6396952334,0.3910681952
0.4430,0.6387689444,0.3898410079,0.1557492327,0.0186284774,0.4173799760,0.0000000000,0.6387689444,0.3898410079
0.4440,0.6378420603,0.3886149799,0.1531567881,0.0179846015,0.4157586665,0.0000000000,0.6378420603,0.3886149799
0.4450,0.6369145804,0.3873901150,0.1505596766,0.0173518418,0.4141355330,0.0000000000,0.6369145804,0.3873901150
0.4460,0.6359865037,0.3861664171,0.1479578814,0.0167302129,0.4125105712,0.0000000000,0.6359865037,0.3861664171
0.4470,0.6350578297,0.3849438901,0.1453513856,0.0161197295,0.4108837772,0.0000000000,0.6350578297,0.3849438901
0.4480,0.6341285575,0.3837225377,0.1427401721,0.0155204057,0.4092551467,0.0000000000,0.6341285575,0.3837225377
0.4490,0.6331986864,0.3825023639,0.1401242239,0.0149322556,0.4076246756,0.0000000000,0.6331986864,0.3825023639
0.4500,0.6322682155,0.3812833725,0.1375035237,0.0143552930,0.4059923597,0.0000000000,0.6322682155,0.3812833725
