loss_dB_total,p_d,rate
17.142857142857142,4.641588833612773e-08,0.00010847770898827598
17.142857142857142,6.812920690579608e-08,0.00010845592350440361
17.142857142857142,1e-07,0.00010842395071965113
17.142857142857142,1.4677992676220674e-07,0.00010837702955579018
17.142857142857142,2.1544346900318822e-07,0.00010830817692606558
17.142857142857142,3.162277660168379e-07,0.00010820715427904001
17.142857142857142,4.6415888336127725e-07,0.00010805895755456785
17.142857142857142,6.812920690579608e-07,0.0001078416153944038
17.142857142857142,1e-06,0.00010752298851271217
17.142857142857142,1.4677992676220675e-06,0.00010705613766371383
17.142857142857142,2.1544346900318822e-06,0.0001063726627130109
17.142857142857142,3.162277660168379e-06,0.00010537321117909474
17.142857142857142,4.641588833612773e-06,0.00010391412675930894
17.142857142857142,6.8129206905796085e-06,0.00010178900144487206
17.142857142857142,1e-05,9.870379690348307e-05
18.367346938775512,1e-09,9.41424744673672e-05
18.367346938775512,1.4677992676220676e-09,9.414200489991681e-05
18.367346938775512,2.1544346900318866e-09,9.414131567125154e-05
18.367346938775512,3.1622776601683795e-09,9.414030402645316e-05
18.367346938775512,4.641588833612773e-09,9.413881914473205e-05
18.367346938775512,6.812920690579622e-09,9.413663965748758e-05
18.367346938775512,1e-08,9.413344065306042e-05
18.367346938775512,1.4677992676220675e-08,9.412874525441773e-05
18.367346938775512,2.1544346900318822e-08,9.412185356220735e-05
18.367346938775512,3.162277660168379e-08,9.411173839483861e-05
18.367346938775512,4.641588833612773e-08,9.409689233613931e-05
18.367346938775512,6.812920690579608e-08,9.407510340516672e-05
18.367346938775512,1e-07,9.404312615662065e-05
18.367346938775512,1.4677992676220674e-07,9.39961997225162e-05
18.367346938775512,2.1544346900318822e-07,9.392734211212765e-05
18.367346938775512,3.162277660168379e-07,9.382631806987275e-05
18.367346938775512,4.6415888336127725e-07,9.367813197875607e-05
18.367346938775512,6.812920690579608e-07,9.346083254968038e-05
18.367346938775512,1e-06,9.314232620828895e-05
18.367346938775512,1.4677992676220675e-06,9.267577494719097e-05
18.367346938775512,2.1544346900318822e-06,9.199299812596202e-05
18.367346938775512,3.162277660168379e-06,9.099511021377314e-05
18.367346938775512,4.641588833612773e-06,8.953942897518763e-05
18.367346938775512,6.8129206905796085e-06,8.742153260012729e-05
18.367346938775512,1e-05,8.435132120265179e-05
19.591836734693878,1e-09,8.167993247209416e-05
19.591836734693878,1.4677992676220676e-09,8.167946282423929e-05
19.591836734693878,2.1544346900318866e-09,8.167877347787807e-05
19.591836734693878,3.1622776601683795e-09,8.167776166101167e-05
19.591836734693878,4.641588833612773e-09,8.167627652821726e-05
19.591836734693878,6.812920690579622e-09,8.167409667563598e-05
19.591836734693878,1e-08,8.167089714185006e-05
19.591836734693878,1.4677992676220675e-08,8.166620098104081e-05
19.591836734693878,2.1544346900318822e-08,8.165930820204559e-05
19.591836734693878,3.162277660168379e-08,8.16491915082499e-05
19.591836734693878,4.641588833612773e-08,8.163434335710181e-05
19.591836734693878,6.812920690579608e-08,8.16125516735123e-05
19.591836734693878,1e-07,8.158057107039151e-05
19.591836734693878,1.4677992676220674e-07,8.153364118710182e-05
19.591836734693878,2.1544346900318822e-07,8.146478168261376e-05
19.591836734693878,3.162277660168379e-07,8.136376166021481e-05
19.591836734693878,4.6415888336127725e-07,8.121559603628714e-05
19.591836734693878,6.812920690579608e-07,8.099835777152406e-05
19.591836734693878,1e-06,8.068000744703361e-05
19.591836734693878,1.4677992676220675e-06,8.021382538873639e-05
19.591836734693878,2.1544346900318822e-06,7.95318848652189e-05
19.591836734693878,3.162277660168379e-06,7.853583557436806e-05
19.591836734693878,4.641588833612773e-06,7.708410140324598e-05
19.591836734693878,6.8129206905796085e-06,7.49744923628819e-05
19.591836734693878,1e-05,7.192127882211122e-05
20.816326530612244,1e-09,7.087668613417316e-05
20.816326530612244,1.4677992676220676e-09,7.087621641654547e-05
20.816326530612244,2.1544346900318866e-09,7.087552696813664e-05
20.816326530612244,3.1622776601683795e-09,7.087451500228274e-05
20.816326530612244,4.641588833612773e-09,7.087302965250751e-05
20.816326530612244,6.812920690579622e-09,7.087084948512229e-05
20.816326530612244,1e-08,7.086764949718891e-05
20.816326530612244,1.4677992676220675e-08,7.086295268684734e-05
20.816326530612244,2.1544346900318822e-08,7.085605899122221e-05
20.816326530612244,3.162277660168379e-08,7.084594103114524e-05
20.816326530612244,4.641588833612773e-08,7.083109119176261e-05
20.816326530612244,6.812920690579608e-08,7.080929739695433e-05
20.816326530612244,1e-07,7.077731448405756e-05
20.816326530612244,1.4677992676220674e-07,7.0730382906935e-05
20.816326530612244,2.1544346900318822e-07,7.066152455995901e-05
20.816326530612244,3.162277660168379e-07,7.056051405159888e-05
20.816326530612244,4.6415888336127725e-07,7.04123791192469e-05
20.816326530612244,6.812920690579608e-07,7.019522159657335e-05
20.816326530612244,1e-06,6.987706561537858e-05
20.816326530612244,1.4677992676220675e-06,6.94113288949582e-05
20.816326530612244,2.1544346900318822e-06,6.873037690708646e-05
20.816326530612244,3.162277660168379e-06,6.77364700661304e-05
20.816326530612244,4.641588833612773e-06,6.6289282704866e-05
20.816326530612244,6.8129206905796085e-06,6.41891203605329e-05
20.816326530612244,1e-05,6.115507553840799e-05
22.040816326530614,1e-09,6.150947943444513e-05
22.040816326530614,1.4677992676220676e-09,6.15090096563149e-05
22.040816326530614,2.1544346900318866e-09,6.150832011952497e-05
22.040816326530614,3.1622776601683795e-09,6.150730802485416e-05
22.040816326530614,4.641588833612773e-09,6.150582248796807e-05
22.040816326530614,6.812920690579622e-09,6.150364205017935e-05
22.040816326530614,1e-08,6.150044167446698e-05
22.040816326530614,1.4677992676220675e-08,6.149574431459036e-05
22.040816326530614,2.1544346900318822e-08,6.148884985467005e-05
22.040816326530614,3.162277660168379e-08,6.147873086387484e-05
22.040816326530614,4.641588833612773e-08,6.146387970774535e-05
22.040816326530614,6.812920690579608e-08,6.144208440233068e-05
