eta_arm,log_neg_two_arm_bits,pirandola_bits,ratio
0.907138,1.86281859,3.42876891,0.54329079
0.907637,1.86357382,3.43654613,0.54228104
0.908137,1.86432886,3.44436551,0.54126917
0.908636,1.86508370,3.45222750,0.54025516
0.909135,1.86583835,3.46013257,0.53923898
0.909634,1.86659280,3.46808119,0.53822062
0.910134,1.86734705,3.47607385,0.53720005
0.910633,1.86810110,3.48411103,0.53617726
0.911132,1.86885495,3.49219324,0.53515222
0.911631,1.86960861,3.50032098,0.53412490
0.912131,1.87036208,3.50849478,0.53309530
0.912630,1.87111534,3.51671514,0.53206338
0.913129,1.87186841,3.52498262,0.53102912
0.913628,1.87262128,3.53329774,0.52999249
0.914128,1.87337396,3.54166107,0.52895348
0.914627,1.87412644,3.55007316,0.52791206
0.915126,1.87487872,3.55853459,0.52686820
0.915625,1.87563081,3.56704594,0.52582188
0.916125,1.87638270,3.57560780,0.52477308
0.916624,1.87713440,3.58422078,0.52372176
0.917123,1.87788590,3.59288548,0.52266790
0.917622,1.87863720,3.60160254,0.52161147
0.918122,1.87938831,3.61037259,0.52055245
0.918621,1.88013922,3.61919628,0.51949081
0.919120,1.88088994,3.62807426,0.51842653
0.919619,1.88164046,3.63700722,0.51735956
0.920119,1.88239079,3.64599584,0.51628989
0.920618,1.88314092,3.65504081,0.51521748
0.921117,1.88389086,3.66414284,0.51414231
0.921616,1.88464060,3.67330266,0.51306434
0.922116,1.88539015,3.68252102,0.51198354
0.922615,1.88613950,3.69179865,0.51089988
0.923114,1.88688866,3.70113633,0.50981334
0.923613,1.88763762,3.71053485,0.50872386
0.924113,1.88838639,3.71999499,0.50763143
0.924612,1.88913497,3.72951758,0.50653601
0.925111,1.88988335,3.73910343,0.50543757
0.925610,1.89063154,3.74875341,0.50433606
0.926110,1.89137953,3.75846837,0.50323146
0.926609,1.89212733,3.76824919,0.50212373
0.927108,1.89287493,3.77809677,0.50101282
0.927607,1.89362235,3.78801204,0.49989871
0.928107,1.89436956,3.79799592,0.49878136
0.928606,1.89511659,3.80804937,0.49766072
0.929105,1.89586342,3.81817338,0.49653676
0.929604,1.89661006,3.82836893,0.49540943
0.930104,1.89735650,3.83863704,0.49427869
0.930603,1.89810275,3.84897876,0.49314451
0.931102,1.89884881,3.85939515,0.49200684
0.931601,1.89959468,3.86988730,0.49086563
0.932101,1.90034035,3.88045631,0.48972085
0.932600,1.90108583,3.89110332,0.48857244
0.933099,1.90183112,3.90182948,0.48742036
0.933598,1.90257622,3.91263599,0.48626456
0.934098,1.90332112,3.92352406,0.48510500
0.934597,1.90406583,3.93449493,0.48394162
0.935096,1.90481035,3.94554986,0.48277437
0.935595,1.90555468,3.95669016,0.48160321
0.936095,1.90629881,3.96791716,0.48042808
0.936594,1.90704276,3.97923220,0.47924893
0.937093,1.90778651,3.99063669,0.47806570
0.937592,1.90853007,4.00213206,0.47687833
0.938092,1.90927344,4.01371975,0.47568678
0.938591,1.91001661,4.02540127,0.47449098
0.939090,1.91075960,4.03717815,0.47329088
0.939589,1.91150239,4.04905196,0.47208641
0.940089,1.91224499,4.06102430,0.47087751
0.940588,1.91298741,4.07309683,0.46966411
0.941087,1.91372963,4.08527123,0.46844616
0.941586,1.91447166,4.09754925,0.46722359
0.942086,1.91521350,4.10993266,0.46599632
0.942585,1.91595515,4.12242327,0.46476429
0.943084,1.91669660,4.13502298,0.46352744
0.943583,1.91743787,4.14773370,0.46228567
0.944083,1.91817895,4.16055739,0.46103893
0.944582,1.91891983,4.17349610,0.45978714
0.945081,1.91966053,4.18655190,0.45853021
0.945580,1.92040104,4.19972693,0.45726807
0.946080,1.92114135,4.21302338,0.45600064
0.946579,1.92188148,4.22644352,0.45472783
0.947078,1.92262142,4.23998967,0.45344955
0.947577,1.92336116,4.25366422,0.45216572
0.948077,1.92410072,4.26746962,0.45087626
0.948576,1.92484009,4.28140841,0.44958105
0.949075,1.92557927,4.29548318,0.44828002
0.949574,1.92631826,4.30969662,0.44697305
0.950074,1.92705706,4.32405148,0.44566006
0.950573,1.92779567,4.33855061,0.44434094
0.951072,1.92853409,4.35319694,0.44301559
0.951571,1.92927232,4.36799349,0.44168388
0.952071,1.93001037,4.38294336,0.44034572
0.952570,1.93074822,4.39804978,0.43900099
0.953069,1.93148589,4.41331605,0.43764957
0.953568,1.93222337,4.42874559,0.43629134
0.954068,1.93296066,4.44434194,0.43492618
0.954567,1.93369776,4.46010874,0.43355395
0.955066,1.93443467,4.47604975,0.43217452
0.955565,1.93517140,4.49216888,0.43078777
0.956065,1.93590793,4.50847014,0.42939354
0.956564,1.93664428,4.52495769,0.42799169
0.957063,1.93738044,4.54163585,0.42658207
0.957562,1.93811642,4.55850908,0.42516454
0.958062,1.93885220,4.57558199,0.42373893
0.958561,1.93958780,4.59285936,0.42230507
0.959060,1.94032321,4.61034615,0.42086281
0.959559,1.94105843,4.62804749,0.41941195
0.960059,1.94179347,4.64596873,0.41795233
0.960558,1.94252832,4.66411539,0.41648376
0.961057,1.94326298,4.68249322,0.41500604
0.961556,1.94399746,4.70110817,0.41351898
0.962056,1.94473174,4.71996646,0.41202236
0.962555,1.94546584,4.73907452,0.41051598
0.963054,1.94619976,4.75843907,0.40899962
0.963553,1.94693349,4.77806707,0.40747303
0.964053,1.94766703,4.79796580,0.40593600
0.964552,1.94840038,4.81814284,0.40438826
0.965051,1.94913355,4.83860607,0.40282956
0.965550,1.94986653,4.85936373,0.40125964
0.966050,1.95059933,4.88042442,0.39967822
0.966549,1.95133194,4.90179712,0.39808501
0.967048,1.95206436,4.92349121,0.39647971
0.967547,1.95279660,4.94551651,0.39486201
0.968047,1.95352865,4.96788328,0.39323159
0.968546,1.95426052,4.99060228,0.39158811
0.969045,1.95499220,5.01368478,0.38993122
0.969544,1.95572369,5.03714261,0.38826054
0.970044,1.95645500,5.06098816,0.38657569
0.970543,1.95718613,5.08523448,0.38487628
0.971042,1.95791707,5.10989527,0.38316188
0.971541,1.95864782,5.13498494,0.38143205
0.972041,1.95937839,5.16051867,0.37968633
0.972540,1.96010878,5.18651247,0.37792424
0.973039,1.96083898,5.21298323,0.37614527
0.973538,1.96156899,5.23994876,0.37434889
0.974038,1.96229882,5.26742792,0.37253454
0.974537,1.96302847,5.29544066,0.37070163
0.975036,1.96375793,5.32400811,0.36884954
0.975535,1.96448720,5.35315269,0.36697761
0.976035,1.96521630,5.38289819,0.36508517
0.976534,1.96594520,5.41326992,0.36317147
0.977033,1.96667393,5.44429481,0.36123575
0.977532,1.96740247,5.47600157,0.35927719
0.978032,1.96813083,5.50842086,0.35729493
0.978531,1.96885900,5.54158543,0.35528803
0.979030,1.96958699,5.57553036,0.35325554
0.979529,1.97031479,5.61029326,0.35119640
0.980029,1.97104241,5.64591453,0.34910950
0.980528,1.97176985,5.68243762,0.34699366
0.981027,1.97249711,5.71990940,0.34484761
0.981526,1.97322418,5.75838047,0.34266999
0.982026,1.97395107,5.79790557,0.34045933
0.982525,1.97467777,5.83854412,0.33821407
0.983024,1.97540429,5.88036065,0.33593251
0.983523,1.97613063,5.92342551,0.33361281
0.984023,1.97685679,5.96781552,0.33125300
0.984522,1.97758276,6.01361484,0.32885092
0.985021,1.97830856,6.06091589,0.32640423
0.985520,1.97903416,6.10982051,0.32391036
0.986020,1.97975959,6.16044124,0.32136652
0.986519,1.98048483,6.21290292,0.31876964
0.987018,1.98120990,6.26734453,0.31611632
0.987517,1.98193478,6.32392139,0.31340282
0.988017,1.98265947,6.38280785,0.31062497
0.988516,1.98338399,6.44420054,0.30777813
0.989015,1.98410832,6.50832231,0.30485711
0.989514,1.98483248,6.57542712,0.30185605
0.990014,1.98555645,6.64580612,0.29876834
0.990513,1.98628023,6.71979529,0.29558642
0.991012,1.98700384,6.79778512,0.29230165
0.991511,1.98772727,6.88023311,0.28890406
0.992011,1.98845051,6.96768001,0.28538201
0.992510,1.98917357,7.06077135,0.28172185
0.993009,1.98989646,7.16028638,0.27790738
0.993508,1.99061916,7.26717776,0.27391915
0.994008,1.99134168,7.38262718,0.26973347
0.994507,1.99206402,7.50812522,0.26532110
0.995006,1.99278618,7.64558933,0.26064520
0.995505,1.99350815,7.79754425,0.25565846
0.996005,1.99422995,7.96740904,0.25029843
0.996504,1.99495157,8.15997671,0.24448006
0.997003,1.99567300,8.38226592,0.23808276
0.997502,1.99639426,8.64515585,0.23092635
0.998002,1.99711533,8.96686725,0.22272163
0.998501,1.99783623,9.38154367,0.21295389
0.999000,1.99855694,9.96578428,0.20054186
